what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1408245569465
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1408245571210
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245571540
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245579620
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1408245581779
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1408245583711
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408245584820
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245585201
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245626105
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1408245627101
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1408245627662
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1408245628890
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245631268
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245634462
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245636070
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245659293
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1408245659302
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1408245659958
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1408245662218
opened,editor,org.eclipse.jst.jsf.facesconfig.ui,1.1.6.v20100203,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1408245662454
activated,editor,org.eclipse.jst.jsf.facesconfig.ui,1.1.6.v20100203,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1408245662482
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245665195
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245681839
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1408245684576
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408245725388
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordPrevious",1408245725594
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordPrevious",1408245725723
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordPrevious",1408245726370
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1408245726813
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1408245726964
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1408245727044
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1408245727171
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1408245728306
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408245728871
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245729287
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245730994
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245730999
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245731004
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245734286
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245757687
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1408245760825
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1408245761725
activated,editor,org.eclipse.jst.jsf.facesconfig.ui,1.1.6.v20100203,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1408245764120
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245786331
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245800985
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1408245806288
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1408245806418
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1408245806703
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1408245806758
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1408245806794
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1408245809188
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1408245809247
activated,editor,org.eclipse.jst.jsf.facesconfig.ui,1.1.6.v20100203,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1408245810219
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1408245812087
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408245812564
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245820509
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245821213
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245824180
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245825842
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1408245826998
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1408245827967
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245832772
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245835551
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245836640
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245884007
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1408245885572
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245887758
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245894572
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1408245897402
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408245898244
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408245903004
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245904544
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245906012
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245907153
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245908210
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245909050
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245914743
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245916623
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245921399
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1408245926614
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1408245926885
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408245927375
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245928195
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245933227
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245938385
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245960760
activated,editor,org.eclipse.jst.jsf.facesconfig.ui,1.1.6.v20100203,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1408245963656
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1408245966620
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408245967267
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1408245969193
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245969982
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1408245970354
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245972754
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.navigate.open.type",1408245972762
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408245974523
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1408245976593
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1408245977392
activated,editor,org.eclipse.jst.jsf.facesconfig.ui,1.1.6.v20100203,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1408245978687
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245979439
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245994663
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408245994998
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246008945
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1408246009820
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246012250
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246069893
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246071044
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246102655
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246103177
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246147994
activated,editor,org.eclipse.jst.jsf.facesconfig.ui,1.1.6.v20100203,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1408246149103
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1408246150168
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408246158238
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246158803
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246169789
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246171238
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246172453
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246181067
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246182950
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246188626
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246210190
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246212344
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1408246212647
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246221247
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.navigate.open.type",1408246221261
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1408246223229
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408246223798
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246224013
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246225372
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246236646
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246238611
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246240017
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246241807
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246244029
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246250702
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246253110
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246254895
activated,editor,org.eclipse.jst.jsf.facesconfig.ui,1.1.6.v20100203,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1408246256518
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246257723
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246258628
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246259587
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246261007
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246262130
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246265440
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1408246268884
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1408246270396
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246273498
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246277649
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1408246298661
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246299664
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246330921
activated,editor,org.eclipse.jst.jsf.facesconfig.ui,1.1.6.v20100203,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1408246331360
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1408246331447
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1408246333246
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408246333740
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1408246335359
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1408246348002
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246349963
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246353642
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1408246353672
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1408246354147
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408246363939
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1408246364778
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246366894
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246367811
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1408246372365
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1408246375169
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1408246376589
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246378860
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246382685
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246386162
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1408246399171
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1408246399205
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1408246400567
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1408246404965
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1408246492779
started,bundle,org.eclipse.osgi,3.5.2.R35x_v20100126,"org.eclipse.osgi",1408246492782
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.101.R35x_v20090807-1100,"org.eclipse.equinox.simpleconfigurator",1408246492786
started,bundle,com.ibm.icu,4.0.1.v20090822,"com.ibm.icu",1408246492791
started,bundle,org.eclipse.core.contenttype,3.4.1.R35x_v20090826-0451,"org.eclipse.core.contenttype",1408246492794
started,bundle,org.eclipse.core.databinding.observable,1.2.0.M20090902-0800,"org.eclipse.core.databinding.observable",1408246492797
started,bundle,org.eclipse.core.expressions,3.4.101.R35x_v20100209,"org.eclipse.core.expressions",1408246492799
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1408246492800
started,bundle,org.eclipse.core.filesystem,1.2.1.R35x_v20091203-1235,"org.eclipse.core.filesystem",1408246492806
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1408246492809
started,bundle,org.eclipse.core.net,1.2.1.r35x_20090812-1200,"org.eclipse.core.net",1408246492813
started,bundle,org.eclipse.core.resources,3.5.2.R35x_v20091203-1235,"org.eclipse.core.resources",1408246492825
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1408246492833
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1408246492837
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20090413,"org.eclipse.core.runtime.compatibility.auth",1408246492841
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1408246492844
started,bundle,org.eclipse.ecf.filetransfer,3.0.0.v20090831-1906,"org.eclipse.ecf.filetransfer",1408246492852
started,bundle,org.eclipse.emf.common,2.5.0.v200906151043,"org.eclipse.emf.common",1408246492852
started,bundle,org.eclipse.emf.common.ui,2.5.0.v200906151043,"org.eclipse.emf.common.ui",1408246492852
started,bundle,org.eclipse.emf.ecore,2.5.0.v200906151043,"org.eclipse.emf.ecore",1408246492852
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v200906151043,"org.eclipse.emf.ecore.xmi",1408246492856
started,bundle,org.eclipse.emf.edit,2.5.0.v200906151043,"org.eclipse.emf.edit",1408246492856
started,bundle,org.eclipse.emf.edit.ui,2.5.0.v200906151043,"org.eclipse.emf.edit.ui",1408246492856
started,bundle,org.eclipse.epp.usagedata.gathering,1.1.1.R201001291118,"org.eclipse.epp.usagedata.gathering",1408246492858
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1408246492872
started,bundle,org.eclipse.equinox.app,1.2.1.R35x_v20091203,"org.eclipse.equinox.app",1408246492875
started,bundle,org.eclipse.equinox.common,3.5.1.R35x_v20090807-1100,"org.eclipse.equinox.common",1408246492877
started,bundle,org.eclipse.equinox.ds,1.1.1.R35x_v20090806,"org.eclipse.equinox.ds",1408246492881
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1408246492884
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.101.R35x_v20091214,"org.eclipse.equinox.frameworkadmin.equinox",1408246492886
started,bundle,org.eclipse.equinox.p2.core,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.core",1408246492891
started,bundle,org.eclipse.equinox.p2.director,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.director",1408246492893
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1408246492898
started,bundle,org.eclipse.equinox.p2.engine,1.0.102.R35x_v20091117,"org.eclipse.equinox.p2.engine",1408246492901
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1408246492904
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1408246492906
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.101.R35x_v20090812,"org.eclipse.equinox.p2.metadata.repository",1408246492908
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1408246492917
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1408246492919
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1408246492921
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1408246492926
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1408246492933
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1408246492936
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1408246492941
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1408246492943
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1408246492947
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1408246492951
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1408246492954
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1408246492956
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1408246492960
